,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
2966,144,Albany,21395.15,308580,37.8,125376,62293
2967,144,Allegany,5194.31,47400,38.6,18124,45359
2968,144,Bronx,18775.76,1455846,33.6,495356,36593
2969,144,Broome,11551.13,196124,39.6,78821,49064
2970,144,Cattaraugus,7329.8,78175,41.7,31723,45571
2971,144,Cayuga,12701.86,78319,42.5,31428,54664
2972,144,Chautauqua,7881.84,130846,42.3,52983,44304
2973,144,Chemung,11682.86,86883,41.2,34664,51251
2974,144,Chenango,13051.52,48763,44.4,20373,48567
2975,144,Clinton,16195.99,81224,39.4,31680,52759
2976,144,Columbia,10711.05,61481,47.4,25470,61093
2977,144,Cortland,8162.84,48334,36.2,17925,52451
2978,144,Delaware,6673.43,45950,47,19098,47921
2979,144,Dutchess,20950.68,295685,41.8,107384,75585
2980,144,Erie,12369.32,923995,40.3,386371,54006
2981,144,Essex,8295.08,38233,46.7,15257,55294
2982,144,Franklin,8650.07,51054,40.5,18956,50733
2983,144,Fulton,14591.42,53955,43.4,22535,48033
2984,144,Genesee,9506.08,58537,43.2,23951,54033
2985,144,Herkimer,9538.44,62943,43.7,25187,49077
2986,144,Jefferson,15634.41,116567,31.9,43206,50322
2987,144,Kings,17921.29,2635121,34.8,944650,52782
2988,144,Lewis,7170.25,26845,41.8,10236,51475
2989,144,Livingston,8014.62,64373,40.4,24432,53654
2990,144,Madison,11407.45,71760,41.3,26307,58365
2991,144,Monroe,11182.34,748680,38.6,300496,55272
2992,144,Montgomery,10323.34,49500,41.1,19700,47449
2993,144,Nassau,26541.88,1363069,41.5,444136,105744
2994,144,New York,24675.7,1653877,37.1,758345,79781
2995,144,Niagara,8311.05,212675,43,87978,51656
2996,144,Oneida,13772,232324,41,90472,51316
2997,144,Onondaga,14749.85,467669,38.8,185840,57271
2998,144,Ontario,8924.12,109491,43.4,44269,61710
2999,144,Orange,24524.57,378174,36.9,126460,75146
3000,144,Orleans,4885.44,41584,42.8,16214,49223
3001,144,Oswego,8159,119833,39.8,45881,51755
3002,144,Otsego,9438.65,60750,42,23627,51254
3003,144,Putnam,20827.16,99464,43.8,34316,99608
3004,144,Queens,18269.52,2339280,38.3,777904,62008
3005,144,Rensselaer,16202.04,159800,39.9,64456,63166
3006,144,Richmond,18835.92,475948,39.9,166150,76244
3007,144,Rockland,28181.43,325027,36.2,99935,88571
3008,144,Saint Lawrence,8852.78,,,,
3009,144,Saratoga,17706,226632,42.3,93129,77548
3010,144,Schenectady,14653.97,155239,39.8,53825,61315
3011,144,Schuyler,6196.2,18112,45.7,7444,47810
3012,144,Steuben,8094.17,97539,42.4,40351,50157
3013,144,Suffolk,26102.74,1497595,41,489328,92838
3014,144,Sullivan,15171.85,75783,42.6,27679,53877
3015,144,Tompkins,6767.47,104415,30.4,38986,56200
3016,144,Ulster,18161.64,180129,43.6,69662,61652
3017,144,Warren,12498.13,64701,46.2,27249,60222
3018,144,Wayne,11903,91442,43.6,36578,53693
3019,144,Westchester,21854.25,975321,40.6,345885,89968
3020,144,Wyoming,6274.28,40886,41.8,15686,55459
3021,144,Yates,8704.91,25083,41.7,9338,51758
3022,160,Albany,160316.37,308580,37.8,125376,62293
3023,160,Bronx,221584.56,1455846,33.6,495356,36593
3024,160,Chemung,119632.26,86883,41.2,34664,51251
3025,160,Dutchess,22511,295685,41.8,107384,75585
3026,160,Erie,74998.05,923995,40.3,386371,54006
3027,160,Kings,239455.25,2635121,34.8,944650,52782
3028,160,Monroe,90587.9,748680,38.6,300496,55272
3029,160,Nassau,179957.39,1363069,41.5,444136,105744
3030,160,New York,225031.68,1653877,37.1,758345,79781
3031,160,Onondaga,84594.25,467669,38.8,185840,57271
3032,160,Orange,31379.94,378174,36.9,126460,75146
3033,160,Queens,122739.01,2339280,38.3,777904,62008
3034,160,Richmond,140526.9,475948,39.9,166150,76244
3035,160,Rockland,520139.71,325027,36.2,99935,88571
3036,160,Schenectady,162174.95,155239,39.8,53825,61315
3037,160,Suffolk,298924.14,1497595,41,489328,92838
3038,160,Westchester,326130.69,975321,40.6,345885,89968
3039,161,Albany,145350.81,308580,37.8,125376,62293
3040,161,Bronx,176913.04,1455846,33.6,495356,36593
3041,161,Broome,120785.66,196124,39.6,78821,49064
3042,161,Chautauqua,105571.59,130846,42.3,52983,44304
3043,161,Chemung,86699.94,86883,41.2,34664,51251
3044,161,Clinton,168478.44,81224,39.4,31680,52759
3045,161,Dutchess,97443.25,295685,41.8,107384,75585
3046,161,Erie,92102.46,923995,40.3,386371,54006
3047,161,Jefferson,60950.33,116567,31.9,43206,50322
3048,161,Kings,130669.92,2635121,34.8,944650,52782
3049,161,Livingston,70599.97,64373,40.4,24432,53654
3050,161,Monroe,138851.87,748680,38.6,300496,55272
3051,161,Nassau,193355.09,1363069,41.5,444136,105744
3052,161,New York,197668.81,1653877,37.1,758345,79781
3053,161,Niagara,65179.5,212675,43,87978,51656
3054,161,Oneida,69425.51,232324,41,90472,51316
3055,161,Onondaga,104156.08,467669,38.8,185840,57271
3056,161,Ontario,25960,109491,43.4,44269,61710
3057,161,Orange,168255.86,378174,36.9,126460,75146
3058,161,Otsego,101354.9,60750,42,23627,51254
3059,161,Putnam,98859.46,99464,43.8,34316,99608
3060,161,Queens,134625.42,2339280,38.3,777904,62008
3061,161,Rensselaer,182725.08,159800,39.9,64456,63166
3062,161,Richmond,134075.58,475948,39.9,166150,76244
3063,161,Rockland,283119.56,325027,36.2,99935,88571
3064,161,Schenectady,178966.51,155239,39.8,53825,61315
3065,161,Suffolk,199912.35,1497595,41,489328,92838
3066,161,Sullivan,68084.67,75783,42.6,27679,53877
3067,161,Tompkins,66370.57,104415,30.4,38986,56200
3068,161,Ulster,165499.91,180129,43.6,69662,61652
3069,161,Warren,84504.17,64701,46.2,27249,60222
3070,161,Wayne,12245.22,91442,43.6,36578,53693
3071,161,Westchester,289511.72,975321,40.6,345885,89968
3072,162,Albany,229077.49,308580,37.8,125376,62293
3073,162,Bronx,287351.59,1455846,33.6,495356,36593
3074,162,Broome,123775.33,196124,39.6,78821,49064
3075,162,Chemung,118445.3,86883,41.2,34664,51251
3076,162,Clinton,139413.2,81224,39.4,31680,52759
3077,162,Dutchess,110323.11,295685,41.8,107384,75585
3078,162,Erie,146793.69,923995,40.3,386371,54006
3079,162,Kings,227654.74,2635121,34.8,944650,52782
3080,162,Monroe,103401.13,748680,38.6,300496,55272
3081,162,Nassau,250434.18,1363069,41.5,444136,105744
3082,162,New York,203413.17,1653877,37.1,758345,79781
3083,162,Oneida,112794.61,232324,41,90472,51316
3084,162,Onondaga,146971.53,467669,38.8,185840,57271
3085,162,Otsego,124235.31,60750,42,23627,51254
3086,162,Queens,217068.59,2339280,38.3,777904,62008
3087,162,Richmond,196548.66,475948,39.9,166150,76244
3088,162,Rockland,305777.54,325027,36.2,99935,88571
3089,162,Schenectady,170668.69,155239,39.8,53825,61315
3090,162,Suffolk,222281.72,1497595,41,489328,92838
3091,162,Westchester,347801.64,975321,40.6,345885,89968
3092,163,Albany,146010.24,308580,37.8,125376,62293
3093,163,Bronx,202821.23,1455846,33.6,495356,36593
3094,163,Broome,92224.22,196124,39.6,78821,49064
3095,163,Chemung,102695.42,86883,41.2,34664,51251
3096,163,Clinton,98644.07,81224,39.4,31680,52759
3097,163,Dutchess,79060.3,295685,41.8,107384,75585
3098,163,Erie,108499.67,923995,40.3,386371,54006
3099,163,Kings,178893.37,2635121,34.8,944650,52782
3100,163,Monroe,77494.87,748680,38.6,300496,55272
3101,163,Nassau,194176.06,1363069,41.5,444136,105744
3102,163,New York,160405.94,1653877,37.1,758345,79781
3103,163,Oneida,73040.76,232324,41,90472,51316
3104,163,Onondaga,105099.92,467669,38.8,185840,57271
3105,163,Orange,270733.12,378174,36.9,126460,75146
3106,163,Otsego,95769.44,60750,42,23627,51254
3107,163,Queens,155769.63,2339280,38.3,777904,62008
3108,163,Richmond,139512.48,475948,39.9,166150,76244
3109,163,Rockland,192969.21,325027,36.2,99935,88571
3110,163,Schenectady,118129.33,155239,39.8,53825,61315
3111,163,Suffolk,170657.46,1497595,41,489328,92838
3112,163,Westchester,269912.59,975321,40.6,345885,89968
3113,165,Albany,162509.52,308580,37.8,125376,62293
3114,165,Bronx,203199.42,1455846,33.6,495356,36593
3115,165,Broome,82935.16,196124,39.6,78821,49064
3116,165,Chemung,104117.61,86883,41.2,34664,51251
3117,165,Clinton,97265.36,81224,39.4,31680,52759
3118,165,Dutchess,90141.89,295685,41.8,107384,75585
3119,165,Erie,97631.61,923995,40.3,386371,54006
3120,165,Kings,166454.26,2635121,34.8,944650,52782
3121,165,Monroe,70077.86,748680,38.6,300496,55272
3122,165,Nassau,178247.2,1363069,41.5,444136,105744
3123,165,New York,175367.6,1653877,37.1,758345,79781
3124,165,Oneida,85164.24,232324,41,90472,51316
3125,165,Onondaga,101817.55,467669,38.8,185840,57271
3126,165,Otsego,105183.31,60750,42,23627,51254
3127,165,Queens,141127.11,2339280,38.3,777904,62008
3128,165,Richmond,147816.9,475948,39.9,166150,76244
3129,165,Rockland,219348.28,325027,36.2,99935,88571
3130,165,Schenectady,118387.02,155239,39.8,53825,61315
3131,165,Suffolk,170246.15,1497595,41,489328,92838
3132,165,Westchester,264009.37,975321,40.6,345885,89968
3133,166,Albany,122925.53,308580,37.8,125376,62293
3134,166,Bronx,142797.78,1455846,33.6,495356,36593
3135,166,Broome,56531.47,196124,39.6,78821,49064
3136,166,Chemung,76721.94,86883,41.2,34664,51251
3137,166,Clinton,64784.04,81224,39.4,31680,52759
3138,166,Dutchess,61974.02,295685,41.8,107384,75585
3139,166,Erie,77202.48,923995,40.3,386371,54006
3140,166,Kings,131958.77,2635121,34.8,944650,52782
3141,166,Monroe,49882.2,748680,38.6,300496,55272
3142,166,Nassau,141909.15,1363069,41.5,444136,105744
3143,166,New York,128444.51,1653877,37.1,758345,79781
3144,166,Oneida,54720.1,232324,41,90472,51316
3145,166,Onondaga,80681.06,467669,38.8,185840,57271
3146,166,Orange,161139.47,378174,36.9,126460,75146
3147,166,Otsego,75758.85,60750,42,23627,51254
3148,166,Queens,113288.12,2339280,38.3,777904,62008
3149,166,Richmond,87155.42,475948,39.9,166150,76244
3150,166,Rockland,148993.16,325027,36.2,99935,88571
3151,166,Schenectady,85811.87,155239,39.8,53825,61315
3152,166,Suffolk,133237.42,1497595,41,489328,92838
3153,166,Westchester,219726.12,975321,40.6,345885,89968
3154,167,Albany,137027.64,308580,37.8,125376,62293
3155,167,Bronx,138617.21,1455846,33.6,495356,36593
3156,167,Broome,74187.33,196124,39.6,78821,49064
3157,167,Cattaraugus,36845.44,78175,41.7,31723,45571
3158,167,Cayuga,27163.78,78319,42.5,31428,54664
3159,167,Chautauqua,18559.76,130846,42.3,52983,44304
3160,167,Chemung,67547.91,86883,41.2,34664,51251
3161,167,Chenango,22282.66,48763,44.4,20373,48567
3162,167,Clinton,117246.91,81224,39.4,31680,52759
3163,167,Columbia,26241.38,61481,47.4,25470,61093
3164,167,Dutchess,86890.31,295685,41.8,107384,75585
3165,167,Erie,85532.94,923995,40.3,386371,54006
3166,167,Genesee,21870.09,58537,43.2,23951,54033
3167,167,Jefferson,49157.84,116567,31.9,43206,50322
3168,167,Kings,144072.3,2635121,34.8,944650,52782
3169,167,Livingston,11131.88,64373,40.4,24432,53654
3170,167,Madison,47228.82,71760,41.3,26307,58365
3171,167,Monroe,66923.18,748680,38.6,300496,55272
3172,167,Montgomery,24186.25,49500,41.1,19700,47449
3173,167,Nassau,173253.05,1363069,41.5,444136,105744
3174,167,New York,139605.55,1653877,37.1,758345,79781
3175,167,Niagara,45656.68,212675,43,87978,51656
3176,167,Oneida,55602.33,232324,41,90472,51316
3177,167,Onondaga,86603.06,467669,38.8,185840,57271
3178,167,Ontario,46078.09,109491,43.4,44269,61710
3179,167,Orange,146512.15,378174,36.9,126460,75146
3180,167,Oswego,62789.02,119833,39.8,45881,51755
3181,167,Otsego,91561.13,60750,42,23627,51254
3182,167,Putnam,71984.26,99464,43.8,34316,99608
3183,167,Queens,112384.38,2339280,38.3,777904,62008
3184,167,Rensselaer,47682.34,159800,39.9,64456,63166
3185,167,Richmond,103874.32,475948,39.9,166150,76244
3186,167,Rockland,168647.44,325027,36.2,99935,88571
3187,167,Saint Lawrence,27575.42,,,,
3188,167,Saratoga,47463.17,226632,42.3,93129,77548
3189,167,Schenectady,110908.34,155239,39.8,53825,61315
3190,167,Suffolk,138428.94,1497595,41,489328,92838
3191,167,Sullivan,46807.94,75783,42.6,27679,53877
3192,167,Tompkins,73150.61,104415,30.4,38986,56200
3193,167,Warren,70147.46,64701,46.2,27249,60222
3194,167,Westchester,268811.17,975321,40.6,345885,89968
3195,167,Wyoming,26460.6,40886,41.8,15686,55459
3196,169,Albany,105325.37,308580,37.8,125376,62293
3197,169,Bronx,154829.74,1455846,33.6,495356,36593
3198,169,Broome,62715.05,196124,39.6,78821,49064
3199,169,Cattaraugus,31215.8,78175,41.7,31723,45571
3200,169,Chautauqua,63476,130846,42.3,52983,44304
3201,169,Chemung,73866.69,86883,41.2,34664,51251
3202,169,Clinton,60190.05,81224,39.4,31680,52759
3203,169,Columbia,21851.93,61481,47.4,25470,61093
3204,169,Dutchess,75208.33,295685,41.8,107384,75585
3205,169,Erie,77165.87,923995,40.3,386371,54006
3206,169,Franklin,57505.74,51054,40.5,18956,50733
3207,169,Jefferson,106147.04,116567,31.9,43206,50322
3208,169,Kings,130402.82,2635121,34.8,944650,52782
3209,169,Livingston,32709.4,64373,40.4,24432,53654
3210,169,Madison,131439.32,71760,41.3,26307,58365
3211,169,Monroe,68078.81,748680,38.6,300496,55272
3212,169,Montgomery,13482.05,49500,41.1,19700,47449
3213,169,Nassau,165612.97,1363069,41.5,444136,105744
3214,169,New York,160349.93,1653877,37.1,758345,79781
3215,169,Niagara,40141.39,212675,43,87978,51656
3216,169,Oneida,63107.29,232324,41,90472,51316
3217,169,Onondaga,77229.19,467669,38.8,185840,57271
3218,169,Ontario,37580.78,109491,43.4,44269,61710
3219,169,Orange,95143.42,378174,36.9,126460,75146
3220,169,Orleans,12156.44,41584,42.8,16214,49223
3221,169,Otsego,78583.53,60750,42,23627,51254
3222,169,Putnam,107110.14,99464,43.8,34316,99608
3223,169,Queens,130645.63,2339280,38.3,777904,62008
3224,169,Rensselaer,43174.68,159800,39.9,64456,63166
3225,169,Richmond,125997.74,475948,39.9,166150,76244
3226,169,Rockland,157071.93,325027,36.2,99935,88571
3227,169,Saratoga,56732.84,226632,42.3,93129,77548
3228,169,Schenectady,76407.69,155239,39.8,53825,61315
3229,169,Suffolk,133751.66,1497595,41,489328,92838
3230,169,Sullivan,24471,75783,42.6,27679,53877
3231,169,Tompkins,23947.5,104415,30.4,38986,56200
3232,169,Ulster,41552.44,180129,43.6,69662,61652
3233,169,Warren,51110.52,64701,46.2,27249,60222
3234,169,Westchester,238529.85,975321,40.6,345885,89968
3235,170,Albany,86998.83,308580,37.8,125376,62293
3236,170,Bronx,125459,1455846,33.6,495356,36593
3237,170,Broome,57637.34,196124,39.6,78821,49064
3238,170,Cattaraugus,42033.07,78175,41.7,31723,45571
3239,170,Cayuga,55683.91,78319,42.5,31428,54664
3240,170,Chautauqua,40811.85,130846,42.3,52983,44304
3241,170,Chemung,53416.22,86883,41.2,34664,51251
3242,170,Clinton,95439.06,81224,39.4,31680,52759
3243,170,Columbia,46929.42,61481,47.4,25470,61093
3244,170,Cortland,34433.42,48334,36.2,17925,52451
3245,170,Dutchess,60410.57,295685,41.8,107384,75585
3246,170,Erie,56187.5,923995,40.3,386371,54006
3247,170,Franklin,48391.99,51054,40.5,18956,50733
3248,170,Fulton,46850.73,53955,43.4,22535,48033
3249,170,Genesee,48239.13,58537,43.2,23951,54033
3250,170,Jefferson,50308.07,116567,31.9,43206,50322
3251,170,Kings,102640.52,2635121,34.8,944650,52782
3252,170,Lewis,32489,26845,41.8,10236,51475
3253,170,Livingston,39003.62,64373,40.4,24432,53654
3254,170,Monroe,59198.43,748680,38.6,300496,55272
3255,170,Montgomery,32781.33,49500,41.1,19700,47449
3256,170,Nassau,131008.17,1363069,41.5,444136,105744
3257,170,New York,136708.17,1653877,37.1,758345,79781
3258,170,Niagara,35154.01,212675,43,87978,51656
3259,170,Oneida,49374.03,232324,41,90472,51316
3260,170,Onondaga,58049.48,467669,38.8,185840,57271
3261,170,Ontario,30521.97,109491,43.4,44269,61710
3262,170,Orange,100610.86,378174,36.9,126460,75146
3263,170,Orleans,21128.34,41584,42.8,16214,49223
3264,170,Oswego,51593.82,119833,39.8,45881,51755
3265,170,Otsego,45523.94,60750,42,23627,51254
3266,170,Putnam,107369.29,99464,43.8,34316,99608
3267,170,Queens,85188.64,2339280,38.3,777904,62008
3268,170,Rensselaer,62054.34,159800,39.9,64456,63166
3269,170,Richmond,128362.17,475948,39.9,166150,76244
3270,170,Rockland,133557.07,325027,36.2,99935,88571
3271,170,Saint Lawrence,33896.8,,,,
3272,170,Saratoga,96248.17,226632,42.3,93129,77548
3273,170,Schenectady,72660.9,155239,39.8,53825,61315
3274,170,Suffolk,119788.02,1497595,41,489328,92838
3275,170,Tompkins,34832.91,104415,30.4,38986,56200
3276,170,Ulster,53470.32,180129,43.6,69662,61652
3277,170,Warren,52660.22,64701,46.2,27249,60222
3278,170,Westchester,110973.96,975321,40.6,345885,89968
3279,170,Wyoming,25292.73,40886,41.8,15686,55459
3280,171,Albany,59114.85,308580,37.8,125376,62293
3281,171,Bronx,70793.48,1455846,33.6,495356,36593
3282,171,Broome,41549.25,196124,39.6,78821,49064
3283,171,Cattaraugus,32945.52,78175,41.7,31723,45571
3284,171,Cayuga,44192.75,78319,42.5,31428,54664
3285,171,Chautauqua,36123.43,130846,42.3,52983,44304
3286,171,Chemung,40016.1,86883,41.2,34664,51251
3287,171,Clinton,66613.91,81224,39.4,31680,52759
3288,171,Columbia,36466.28,61481,47.4,25470,61093
3289,171,Cortland,24395.53,48334,36.2,17925,52451
3290,171,Dutchess,50774.41,295685,41.8,107384,75585
3291,171,Erie,37522.7,923995,40.3,386371,54006
3292,171,Franklin,30522.82,51054,40.5,18956,50733
3293,171,Fulton,38704.83,53955,43.4,22535,48033
3294,171,Genesee,59176.69,58537,43.2,23951,54033
3295,171,Jefferson,38286.29,116567,31.9,43206,50322
3296,171,Kings,59037.26,2635121,34.8,944650,52782
3297,171,Lewis,31435,26845,41.8,10236,51475
3298,171,Livingston,30569.21,64373,40.4,24432,53654
3299,171,Madison,30865.73,71760,41.3,26307,58365
3300,171,Monroe,37687.96,748680,38.6,300496,55272
3301,171,Montgomery,25978.79,49500,41.1,19700,47449
3302,171,Nassau,78231.8,1363069,41.5,444136,105744
3303,171,New York,69957.17,1653877,37.1,758345,79781
3304,171,Niagara,27431.67,212675,43,87978,51656
3305,171,Oneida,34894.64,232324,41,90472,51316
3306,171,Onondaga,37589.35,467669,38.8,185840,57271
3307,171,Ontario,28410.96,109491,43.4,44269,61710
3308,171,Orange,71902.33,378174,36.9,126460,75146
3309,171,Orleans,21119.79,41584,42.8,16214,49223
3310,171,Oswego,32393.9,119833,39.8,45881,51755
3311,171,Otsego,35771.13,60750,42,23627,51254
3312,171,Putnam,61988.92,99464,43.8,34316,99608
3313,171,Queens,54934.73,2339280,38.3,777904,62008
3314,171,Rensselaer,33422.42,159800,39.9,64456,63166
3315,171,Richmond,75686.88,475948,39.9,166150,76244
3316,171,Rockland,88446.68,325027,36.2,99935,88571
3317,171,Saint Lawrence,30874.12,,,,
3318,171,Saratoga,50480.27,226632,42.3,93129,77548
3319,171,Schenectady,47586.2,155239,39.8,53825,61315
3320,171,Steuben,31911.77,97539,42.4,40351,50157
3321,171,Suffolk,78341.33,1497595,41,489328,92838
3322,171,Sullivan,32343.48,75783,42.6,27679,53877
3323,171,Tompkins,26900.21,104415,30.4,38986,56200
3324,171,Ulster,45273.4,180129,43.6,69662,61652
3325,171,Warren,33414.7,64701,46.2,27249,60222
3326,171,Wayne,7165.29,91442,43.6,36578,53693
3327,171,Westchester,72096.93,975321,40.6,345885,89968
3328,171,Wyoming,18767.36,40886,41.8,15686,55459
3329,173,Albany,74782.29,308580,37.8,125376,62293
3330,173,Allegany,12174,47400,38.6,18124,45359
3331,173,Bronx,94571.47,1455846,33.6,495356,36593
3332,173,Broome,51672.55,196124,39.6,78821,49064
3333,173,Cattaraugus,22789.01,78175,41.7,31723,45571
3334,173,Chautauqua,40221.71,130846,42.3,52983,44304
3335,173,Chemung,44119.01,86883,41.2,34664,51251
3336,173,Chenango,12826,48763,44.4,20373,48567
3337,173,Clinton,64641.49,81224,39.4,31680,52759
3338,173,Columbia,23132.11,61481,47.4,25470,61093
3339,173,Cortland,19413.16,48334,36.2,17925,52451
3340,173,Dutchess,63879.06,295685,41.8,107384,75585
3341,173,Erie,48839.18,923995,40.3,386371,54006
3342,173,Franklin,44557,51054,40.5,18956,50733
3343,173,Genesee,17946.48,58537,43.2,23951,54033
3344,173,Jefferson,60413.93,116567,31.9,43206,50322
3345,173,Kings,79038.6,2635121,34.8,944650,52782
3346,173,Livingston,37088.88,64373,40.4,24432,53654
3347,173,Madison,18171.42,71760,41.3,26307,58365
3348,173,Monroe,47455.25,748680,38.6,300496,55272
3349,173,Montgomery,18967.8,49500,41.1,19700,47449
3350,173,Nassau,104438.37,1363069,41.5,444136,105744
3351,173,New York,76837.87,1653877,37.1,758345,79781
3352,173,Niagara,34402.55,212675,43,87978,51656
3353,173,Oneida,50929.96,232324,41,90472,51316
3354,173,Onondaga,53176.2,467669,38.8,185840,57271
