,APR DRG Code,County,Weighted avg,Total Population,Median age,Number of Households,Median Income
12141,681,Montgomery,67798.55,49500,41.1,19700,47449
12142,681,Nassau,129815.25,1363069,41.5,444136,105744
12143,681,New York,86377.26,1653877,37.1,758345,79781
12144,681,Niagara,22246.88,212675,43,87978,51656
12145,681,Oneida,53102.14,232324,41,90472,51316
12146,681,Onondaga,58442.26,467669,38.8,185840,57271
12147,681,Ontario,27160.73,109491,43.4,44269,61710
12148,681,Orange,73325.64,378174,36.9,126460,75146
12149,681,Orleans,18330.6,41584,42.8,16214,49223
12150,681,Oswego,55954.42,119833,39.8,45881,51755
12151,681,Otsego,46118.96,60750,42,23627,51254
12152,681,Putnam,87747.21,99464,43.8,34316,99608
12153,681,Queens,79761.75,2339280,38.3,777904,62008
12154,681,Rensselaer,60577.56,159800,39.9,64456,63166
12155,681,Richmond,97336.04,475948,39.9,166150,76244
12156,681,Rockland,93149.86,325027,36.2,99935,88571
12157,681,Saint Lawrence,37522.48,,,,
12158,681,Saratoga,56248.6,226632,42.3,93129,77548
12159,681,Schenectady,63208.85,155239,39.8,53825,61315
12160,681,Steuben,24534.24,97539,42.4,40351,50157
12161,681,Suffolk,105655.96,1497595,41,489328,92838
12162,681,Sullivan,50002.26,75783,42.6,27679,53877
12163,681,Tompkins,28037.68,104415,30.4,38986,56200
12164,681,Ulster,56824.97,180129,43.6,69662,61652
12165,681,Warren,62526.27,64701,46.2,27249,60222
12166,681,Wayne,15984.26,91442,43.6,36578,53693
12167,681,Westchester,170079.07,975321,40.6,345885,89968
12168,681,Wyoming,10833.45,40886,41.8,15686,55459
12169,690,Albany,120568.44,308580,37.8,125376,62293
12170,690,Allegany,9341.51,47400,38.6,18124,45359
12171,690,Bronx,156003.9,1455846,33.6,495356,36593
12172,690,Broome,59275.42,196124,39.6,78821,49064
12173,690,Cattaraugus,19098.08,78175,41.7,31723,45571
12174,690,Cayuga,14631.61,78319,42.5,31428,54664
12175,690,Chautauqua,10053.87,130846,42.3,52983,44304
12176,690,Chemung,19089.12,86883,41.2,34664,51251
12177,690,Clinton,53679.67,81224,39.4,31680,52759
12178,690,Columbia,19801.35,61481,47.4,25470,61093
12179,690,Cortland,8223.22,48334,36.2,17925,52451
12180,690,Delaware,8602,45950,47,19098,47921
12181,690,Dutchess,47560.27,295685,41.8,107384,75585
12182,690,Erie,153875.7,923995,40.3,386371,54006
12183,690,Franklin,14658.84,51054,40.5,18956,50733
12184,690,Fulton,20944.5,53955,43.4,22535,48033
12185,690,Genesee,16236.07,58537,43.2,23951,54033
12186,690,Jefferson,14952.61,116567,31.9,43206,50322
12187,690,Kings,87357.59,2635121,34.8,944650,52782
12188,690,Lewis,11961.01,26845,41.8,10236,51475
12189,690,Livingston,8834.18,64373,40.4,24432,53654
12190,690,Madison,34003.32,71760,41.3,26307,58365
12191,690,Monroe,83880.31,748680,38.6,300496,55272
12192,690,Montgomery,26189.33,49500,41.1,19700,47449
12193,690,Nassau,230274.43,1363069,41.5,444136,105744
12194,690,New York,206841.7,1653877,37.1,758345,79781
12195,690,Niagara,10501.26,212675,43,87978,51656
12196,690,Oneida,68564.44,232324,41,90472,51316
12197,690,Onondaga,108131.68,467669,38.8,185840,57271
12198,690,Ontario,16156.75,109491,43.4,44269,61710
12199,690,Orange,46406.52,378174,36.9,126460,75146
12200,690,Orleans,3566.72,41584,42.8,16214,49223
12201,690,Oswego,8858.31,119833,39.8,45881,51755
12202,690,Otsego,45076.68,60750,42,23627,51254
12203,690,Putnam,43091.97,99464,43.8,34316,99608
12204,690,Queens,88258.55,2339280,38.3,777904,62008
12205,690,Rensselaer,25060.4,159800,39.9,64456,63166
12206,690,Richmond,93050.08,475948,39.9,166150,76244
12207,690,Rockland,54638.7,325027,36.2,99935,88571
12208,690,Saint Lawrence,14079.76,,,,
12209,690,Saratoga,23655.3,226632,42.3,93129,77548
12210,690,Schenectady,43321.52,155239,39.8,53825,61315
12211,690,Schuyler,2393.07,18112,45.7,7444,47810
12212,690,Steuben,9903.21,97539,42.4,40351,50157
12213,690,Suffolk,167186.59,1497595,41,489328,92838
12214,690,Sullivan,15970.95,75783,42.6,27679,53877
12215,690,Tompkins,14542.23,104415,30.4,38986,56200
12216,690,Ulster,43878.1,180129,43.6,69662,61652
12217,690,Warren,31201.79,64701,46.2,27249,60222
12218,690,Wayne,18071.26,91442,43.6,36578,53693
12219,690,Westchester,228116.93,975321,40.6,345885,89968
12220,690,Wyoming,827,40886,41.8,15686,55459
12221,691,Albany,74764.44,308580,37.8,125376,62293
12222,691,Allegany,11498.35,47400,38.6,18124,45359
12223,691,Bronx,73063.85,1455846,33.6,495356,36593
12224,691,Broome,27658.32,196124,39.6,78821,49064
12225,691,Cattaraugus,16597.17,78175,41.7,31723,45571
12226,691,Cayuga,29645.07,78319,42.5,31428,54664
12227,691,Chautauqua,19218.34,130846,42.3,52983,44304
12228,691,Chemung,27299.5,86883,41.2,34664,51251
12229,691,Chenango,12379.24,48763,44.4,20373,48567
12230,691,Clinton,51749.58,81224,39.4,31680,52759
12231,691,Columbia,21058.77,61481,47.4,25470,61093
12232,691,Cortland,17077.46,48334,36.2,17925,52451
12233,691,Delaware,2553.18,45950,47,19098,47921
12234,691,Dutchess,72587.83,295685,41.8,107384,75585
12235,691,Erie,58661.64,923995,40.3,386371,54006
12236,691,Essex,7810,38233,46.7,15257,55294
12237,691,Franklin,18261.83,51054,40.5,18956,50733
12238,691,Fulton,21728.6,53955,43.4,22535,48033
12239,691,Genesee,20016.49,58537,43.2,23951,54033
12240,691,Herkimer,4411.57,62943,43.7,25187,49077
12241,691,Jefferson,37314.37,116567,31.9,43206,50322
12242,691,Kings,67658.62,2635121,34.8,944650,52782
12243,691,Lewis,8980.99,26845,41.8,10236,51475
12244,691,Livingston,7051.21,64373,40.4,24432,53654
12245,691,Madison,25267.66,71760,41.3,26307,58365
12246,691,Monroe,34738.45,748680,38.6,300496,55272
12247,691,Montgomery,37597.9,49500,41.1,19700,47449
12248,691,Nassau,102785.75,1363069,41.5,444136,105744
12249,691,New York,108181.56,1653877,37.1,758345,79781
12250,691,Niagara,17696.19,212675,43,87978,51656
12251,691,Oneida,42060.29,232324,41,90472,51316
12252,691,Onondaga,55521.28,467669,38.8,185840,57271
12253,691,Ontario,18917.24,109491,43.4,44269,61710
12254,691,Orange,63446.43,378174,36.9,126460,75146
12255,691,Orleans,6111.38,41584,42.8,16214,49223
12256,691,Oswego,17514.66,119833,39.8,45881,51755
12257,691,Otsego,34928.42,60750,42,23627,51254
12258,691,Putnam,56143.19,99464,43.8,34316,99608
12259,691,Queens,64536.12,2339280,38.3,777904,62008
12260,691,Rensselaer,33312.17,159800,39.9,64456,63166
12261,691,Richmond,65024.48,475948,39.9,166150,76244
12262,691,Rockland,80280.96,325027,36.2,99935,88571
12263,691,Saint Lawrence,23241.32,,,,
12264,691,Saratoga,54818.27,226632,42.3,93129,77548
12265,691,Schenectady,49390.22,155239,39.8,53825,61315
12266,691,Schuyler,5201.06,18112,45.7,7444,47810
12267,691,Steuben,20330.75,97539,42.4,40351,50157
12268,691,Suffolk,88678.38,1497595,41,489328,92838
12269,691,Sullivan,23058.96,75783,42.6,27679,53877
12270,691,Tompkins,25420.19,104415,30.4,38986,56200
12271,691,Ulster,44860.3,180129,43.6,69662,61652
12272,691,Warren,45443.77,64701,46.2,27249,60222
12273,691,Wayne,11378.6,91442,43.6,36578,53693
12274,691,Westchester,99390.74,975321,40.6,345885,89968
12275,691,Wyoming,11026.31,40886,41.8,15686,55459
12276,691,Yates,9117.84,25083,41.7,9338,51758
12277,692,Albany,55048.59,308580,37.8,125376,62293
12278,692,Bronx,70426.2,1455846,33.6,495356,36593
12279,692,Broome,17552.62,196124,39.6,78821,49064
12280,692,Chautauqua,13736.5,130846,42.3,52983,44304
12281,692,Chemung,15348.84,86883,41.2,34664,51251
12282,692,Clinton,38145.57,81224,39.4,31680,52759
12283,692,Dutchess,54342.82,295685,41.8,107384,75585
12284,692,Erie,41712.23,923995,40.3,386371,54006
12285,692,Genesee,5011.3,58537,43.2,23951,54033
12286,692,Kings,51415.29,2635121,34.8,944650,52782
12287,692,Monroe,31559.23,748680,38.6,300496,55272
12288,692,Montgomery,7861.12,49500,41.1,19700,47449
12289,692,Nassau,84338.34,1363069,41.5,444136,105744
12290,692,New York,62280.54,1653877,37.1,758345,79781
12291,692,Oneida,32927.45,232324,41,90472,51316
12292,692,Onondaga,54108.64,467669,38.8,185840,57271
12293,692,Ontario,7821.63,109491,43.4,44269,61710
12294,692,Orange,56474.66,378174,36.9,126460,75146
12295,692,Otsego,22449.18,60750,42,23627,51254
12296,692,Putnam,78986.49,99464,43.8,34316,99608
12297,692,Queens,52709.9,2339280,38.3,777904,62008
12298,692,Rensselaer,42533.26,159800,39.9,64456,63166
12299,692,Richmond,62695.07,475948,39.9,166150,76244
12300,692,Rockland,62273.65,325027,36.2,99935,88571
12301,692,Saint Lawrence,25145.39,,,,
12302,692,Saratoga,37618.48,226632,42.3,93129,77548
12303,692,Schenectady,48809.5,155239,39.8,53825,61315
12304,692,Suffolk,119668.31,1497595,41,489328,92838
12305,692,Tompkins,2856,104415,30.4,38986,56200
12306,692,Ulster,28658.8,180129,43.6,69662,61652
12307,692,Warren,46254.36,64701,46.2,27249,60222
12308,692,Westchester,117365.75,975321,40.6,345885,89968
12309,693,Albany,33759.41,308580,37.8,125376,62293
12310,693,Bronx,47168.79,1455846,33.6,495356,36593
12311,693,Broome,20426.01,196124,39.6,78821,49064
12312,693,Cayuga,11336.47,78319,42.5,31428,54664
12313,693,Chautauqua,17829,130846,42.3,52983,44304
12314,693,Chemung,10990.57,86883,41.2,34664,51251
12315,693,Clinton,19638.67,81224,39.4,31680,52759
12316,693,Cortland,10420.54,48334,36.2,17925,52451
12317,693,Dutchess,50801.69,295685,41.8,107384,75585
12318,693,Erie,33028,923995,40.3,386371,54006
12319,693,Franklin,9260.9,51054,40.5,18956,50733
12320,693,Genesee,6514.19,58537,43.2,23951,54033
12321,693,Jefferson,22801.17,116567,31.9,43206,50322
12322,693,Kings,33383.67,2635121,34.8,944650,52782
12323,693,Monroe,18710.34,748680,38.6,300496,55272
12324,693,Montgomery,24417.09,49500,41.1,19700,47449
12325,693,Nassau,52611.46,1363069,41.5,444136,105744
12326,693,New York,49313.19,1653877,37.1,758345,79781
12327,693,Oneida,30127.5,232324,41,90472,51316
12328,693,Onondaga,31062.7,467669,38.8,185840,57271
12329,693,Ontario,7332.8,109491,43.4,44269,61710
12330,693,Orange,39132.88,378174,36.9,126460,75146
12331,693,Otsego,27668.58,60750,42,23627,51254
12332,693,Putnam,28956.3,99464,43.8,34316,99608
12333,693,Queens,30782.4,2339280,38.3,777904,62008
12334,693,Rensselaer,18468.72,159800,39.9,64456,63166
12335,693,Richmond,41397.02,475948,39.9,166150,76244
12336,693,Rockland,45330.97,325027,36.2,99935,88571
12337,693,Saint Lawrence,13192.59,,,,
12338,693,Saratoga,35742.46,226632,42.3,93129,77548
12339,693,Schenectady,31580.95,155239,39.8,53825,61315
12340,693,Suffolk,53282.88,1497595,41,489328,92838
12341,693,Tompkins,12026,104415,30.4,38986,56200
12342,693,Ulster,23271.62,180129,43.6,69662,61652
12343,693,Warren,28271.51,64701,46.2,27249,60222
12344,693,Westchester,61098.73,975321,40.6,345885,89968
12345,694,Albany,42568.6,308580,37.8,125376,62293
12346,694,Allegany,10152.3,47400,38.6,18124,45359
12347,694,Bronx,53193.33,1455846,33.6,495356,36593
12348,694,Broome,20540.19,196124,39.6,78821,49064
12349,694,Cattaraugus,11308.75,78175,41.7,31723,45571
12350,694,Cayuga,19117.26,78319,42.5,31428,54664
12351,694,Chautauqua,13242.32,130846,42.3,52983,44304
12352,694,Chemung,22780.58,86883,41.2,34664,51251
12353,694,Chenango,26326.13,48763,44.4,20373,48567
12354,694,Clinton,29681.43,81224,39.4,31680,52759
12355,694,Columbia,23599.73,61481,47.4,25470,61093
12356,694,Cortland,15863.92,48334,36.2,17925,52451
12357,694,Delaware,5499.23,45950,47,19098,47921
12358,694,Dutchess,40690.37,295685,41.8,107384,75585
12359,694,Erie,33025.48,923995,40.3,386371,54006
12360,694,Essex,13561.25,38233,46.7,15257,55294
12361,694,Franklin,14161.82,51054,40.5,18956,50733
12362,694,Fulton,16668.5,53955,43.4,22535,48033
12363,694,Genesee,12569.84,58537,43.2,23951,54033
12364,694,Herkimer,7050.71,62943,43.7,25187,49077
12365,694,Jefferson,22012.97,116567,31.9,43206,50322
12366,694,Kings,37418.55,2635121,34.8,944650,52782
12367,694,Lewis,13374.15,26845,41.8,10236,51475
12368,694,Livingston,18274.86,64373,40.4,24432,53654
12369,694,Madison,18334.41,71760,41.3,26307,58365
12370,694,Monroe,21946.63,748680,38.6,300496,55272
12371,694,Montgomery,21579.43,49500,41.1,19700,47449
12372,694,Nassau,56232.7,1363069,41.5,444136,105744
12373,694,New York,61348.4,1653877,37.1,758345,79781
12374,694,Niagara,16253.25,212675,43,87978,51656
12375,694,Oneida,25655.64,232324,41,90472,51316
12376,694,Onondaga,32221.09,467669,38.8,185840,57271
12377,694,Ontario,13899.61,109491,43.4,44269,61710
12378,694,Orange,44740.23,378174,36.9,126460,75146
12379,694,Orleans,8515.07,41584,42.8,16214,49223
12380,694,Oswego,15725.74,119833,39.8,45881,51755
12381,694,Otsego,18180.92,60750,42,23627,51254
12382,694,Putnam,35466.69,99464,43.8,34316,99608
12383,694,Queens,38581.8,2339280,38.3,777904,62008
12384,694,Rensselaer,31406.19,159800,39.9,64456,63166
12385,694,Richmond,45102.73,475948,39.9,166150,76244
12386,694,Rockland,58644.25,325027,36.2,99935,88571
12387,694,Saint Lawrence,13767.44,,,,
12388,694,Saratoga,34988.78,226632,42.3,93129,77548
12389,694,Schenectady,31825.15,155239,39.8,53825,61315
12390,694,Schuyler,2998.58,18112,45.7,7444,47810
12391,694,Steuben,14080.48,97539,42.4,40351,50157
12392,694,Suffolk,55518.24,1497595,41,489328,92838
12393,694,Sullivan,29718.41,75783,42.6,27679,53877
12394,694,Tompkins,15929.41,104415,30.4,38986,56200
12395,694,Ulster,33704.91,180129,43.6,69662,61652
12396,694,Warren,30182.76,64701,46.2,27249,60222
12397,694,Wayne,15739.79,91442,43.6,36578,53693
12398,694,Westchester,50393.6,975321,40.6,345885,89968
12399,694,Wyoming,12456.78,40886,41.8,15686,55459
12400,694,Yates,8537.3,25083,41.7,9338,51758
12401,710,Albany,125573.58,308580,37.8,125376,62293
12402,710,Allegany,33804.53,47400,38.6,18124,45359
12403,710,Bronx,177352.62,1455846,33.6,495356,36593
12404,710,Broome,73937.32,196124,39.6,78821,49064
12405,710,Cattaraugus,38299.55,78175,41.7,31723,45571
12406,710,Cayuga,44406.15,78319,42.5,31428,54664
12407,710,Chautauqua,35163.31,130846,42.3,52983,44304
12408,710,Chemung,71767.6,86883,41.2,34664,51251
12409,710,Chenango,49502.59,48763,44.4,20373,48567
12410,710,Clinton,92088.76,81224,39.4,31680,52759
12411,710,Columbia,48248.07,61481,47.4,25470,61093
12412,710,Cortland,27914.46,48334,36.2,17925,52451
12413,710,Delaware,24600.05,45950,47,19098,47921
12414,710,Dutchess,110963.68,295685,41.8,107384,75585
12415,710,Erie,86977.61,923995,40.3,386371,54006
12416,710,Franklin,44952.21,51054,40.5,18956,50733
12417,710,Fulton,57904.8,53955,43.4,22535,48033
12418,710,Genesee,38320.24,58537,43.2,23951,54033
12419,710,Jefferson,74543.64,116567,31.9,43206,50322
12420,710,Kings,139854.17,2635121,34.8,944650,52782
12421,710,Lewis,29403.32,26845,41.8,10236,51475
12422,710,Livingston,45532.98,64373,40.4,24432,53654
12423,710,Madison,47128.48,71760,41.3,26307,58365
12424,710,Monroe,74974.26,748680,38.6,300496,55272
12425,710,Montgomery,36573.83,49500,41.1,19700,47449
12426,710,Nassau,166368.02,1363069,41.5,444136,105744
12427,710,New York,200911.12,1653877,37.1,758345,79781
12428,710,Niagara,45914.62,212675,43,87978,51656
12429,710,Oneida,75652.29,232324,41,90472,51316
12430,710,Onondaga,114885.47,467669,38.8,185840,57271
12431,710,Ontario,41880.67,109491,43.4,44269,61710
12432,710,Orange,122704.02,378174,36.9,126460,75146
12433,710,Orleans,19676.23,41584,42.8,16214,49223
12434,710,Oswego,45740,119833,39.8,45881,51755
12435,710,Otsego,63744.04,60750,42,23627,51254
12436,710,Putnam,92246.85,99464,43.8,34316,99608
12437,710,Queens,129217.64,2339280,38.3,777904,62008
12438,710,Rensselaer,74396.87,159800,39.9,64456,63166
12439,710,Richmond,136562.9,475948,39.9,166150,76244
12440,710,Rockland,162158.12,325027,36.2,99935,88571
12441,710,Saint Lawrence,28328.18,,,,
12442,710,Saratoga,116976.59,226632,42.3,93129,77548
12443,710,Schenectady,111219.98,155239,39.8,53825,61315
12444,710,Schuyler,19555.75,18112,45.7,7444,47810
12445,710,Steuben,37395.17,97539,42.4,40351,50157
12446,710,Suffolk,165942.82,1497595,41,489328,92838
12447,710,Sullivan,79052.42,75783,42.6,27679,53877
12448,710,Tompkins,32208.2,104415,30.4,38986,56200
12449,710,Ulster,99473.46,180129,43.6,69662,61652
12450,710,Warren,80117.62,64701,46.2,27249,60222
12451,710,Wayne,50523.01,91442,43.6,36578,53693
12452,710,Westchester,145560.9,975321,40.6,345885,89968
12453,710,Wyoming,24971.64,40886,41.8,15686,55459
12454,710,Yates,31721.67,25083,41.7,9338,51758
12455,711,Albany,70209.49,308580,37.8,125376,62293
12456,711,Allegany,21846.6,47400,38.6,18124,45359
12457,711,Bronx,110764.3,1455846,33.6,495356,36593
12458,711,Broome,44453.41,196124,39.6,78821,49064
12459,711,Cattaraugus,26426.04,78175,41.7,31723,45571
12460,711,Cayuga,29362.72,78319,42.5,31428,54664
12461,711,Chautauqua,25492.82,130846,42.3,52983,44304
12462,711,Chemung,40752.68,86883,41.2,34664,51251
12463,711,Chenango,46650.93,48763,44.4,20373,48567
12464,711,Clinton,49959.04,81224,39.4,31680,52759
12465,711,Columbia,30498.93,61481,47.4,25470,61093
12466,711,Cortland,19525.6,48334,36.2,17925,52451
12467,711,Dutchess,70328.88,295685,41.8,107384,75585
12468,711,Erie,48390.82,923995,40.3,386371,54006
12469,711,Franklin,28293.9,51054,40.5,18956,50733
12470,711,Fulton,41293.39,53955,43.4,22535,48033
12471,711,Genesee,24282.55,58537,43.2,23951,54033
12472,711,Jefferson,53030.96,116567,31.9,43206,50322
12473,711,Kings,80253.36,2635121,34.8,944650,52782
12474,711,Lewis,17844.64,26845,41.8,10236,51475
12475,711,Livingston,19811.83,64373,40.4,24432,53654
12476,711,Madison,27272.22,71760,41.3,26307,58365
12477,711,Monroe,43165.8,748680,38.6,300496,55272
12478,711,Montgomery,20310.54,49500,41.1,19700,47449
12479,711,Nassau,107208.33,1363069,41.5,444136,105744
12480,711,New York,110067.37,1653877,37.1,758345,79781
12481,711,Niagara,23677.69,212675,43,87978,51656
12482,711,Oneida,50309.28,232324,41,90472,51316
12483,711,Onondaga,56057,467669,38.8,185840,57271
12484,711,Ontario,25297.46,109491,43.4,44269,61710
12485,711,Orange,69945.76,378174,36.9,126460,75146
12486,711,Orleans,11322,41584,42.8,16214,49223
12487,711,Oswego,22455.99,119833,39.8,45881,51755
12488,711,Otsego,37826.84,60750,42,23627,51254
12489,711,Putnam,52484.1,99464,43.8,34316,99608
12490,711,Queens,82853.9,2339280,38.3,777904,62008
12491,711,Rensselaer,35412.17,159800,39.9,64456,63166
12492,711,Richmond,88604.27,475948,39.9,166150,76244
12493,711,Rockland,90804.36,325027,36.2,99935,88571
12494,711,Saint Lawrence,16407.38,,,,
12495,711,Saratoga,46107.67,226632,42.3,93129,77548
12496,711,Schenectady,70284.86,155239,39.8,53825,61315
12497,711,Steuben,24291.53,97539,42.4,40351,50157
12498,711,Suffolk,95914.08,1497595,41,489328,92838
12499,711,Sullivan,46212.69,75783,42.6,27679,53877
12500,711,Tompkins,24031.3,104415,30.4,38986,56200
12501,711,Ulster,41088.45,180129,43.6,69662,61652
12502,711,Warren,40528.67,64701,46.2,27249,60222
12503,711,Wayne,26149.14,91442,43.6,36578,53693
12504,711,Westchester,110466.15,975321,40.6,345885,89968
12505,711,Wyoming,7329.52,40886,41.8,15686,55459
12506,720,Albany,45268.48,308580,37.8,125376,62293
12507,720,Allegany,14529.6,47400,38.6,18124,45359
12508,720,Bronx,80895.14,1455846,33.6,495356,36593
12509,720,Broome,27385.35,196124,39.6,78821,49064
12510,720,Cattaraugus,17688.64,78175,41.7,31723,45571
12511,720,Cayuga,23015.06,78319,42.5,31428,54664
12512,720,Chautauqua,16927.65,130846,42.3,52983,44304
12513,720,Chemung,29898.47,86883,41.2,34664,51251
12514,720,Chenango,28996.24,48763,44.4,20373,48567
12515,720,Clinton,40441.34,81224,39.4,31680,52759
12516,720,Columbia,18976,61481,47.4,25470,61093
12517,720,Cortland,16613.56,48334,36.2,17925,52451
12518,720,Delaware,12929.16,45950,47,19098,47921
12519,720,Dutchess,56726.11,295685,41.8,107384,75585
12520,720,Erie,33394.74,923995,40.3,386371,54006
12521,720,Essex,9331.87,38233,46.7,15257,55294
12522,720,Franklin,17397.17,51054,40.5,18956,50733
12523,720,Fulton,28835.38,53955,43.4,22535,48033
12524,720,Genesee,17928.83,58537,43.2,23951,54033
12525,720,Herkimer,9063.22,62943,43.7,25187,49077
12526,720,Jefferson,29059.25,116567,31.9,43206,50322
12527,720,Kings,65228.19,2635121,34.8,944650,52782
12528,720,Lewis,12853.96,26845,41.8,10236,51475
12529,720,Livingston,17481.31,64373,40.4,24432,53654
12530,720,Madison,19029.16,71760,41.3,26307,58365
12531,720,Monroe,24877.32,748680,38.6,300496,55272
12532,720,Montgomery,22446.85,49500,41.1,19700,47449
12533,720,Nassau,69737.48,1363069,41.5,444136,105744
12534,720,New York,88841.61,1653877,37.1,758345,79781
12535,720,Niagara,18593.73,212675,43,87978,51656
12536,720,Oneida,34756.58,232324,41,90472,51316
12537,720,Onondaga,41519.82,467669,38.8,185840,57271
12538,720,Ontario,19652.25,109491,43.4,44269,61710
12539,720,Orange,56530.57,378174,36.9,126460,75146
12540,720,Orleans,10749.34,41584,42.8,16214,49223
12541,720,Oswego,24471.53,119833,39.8,45881,51755
12542,720,Otsego,22760.19,60750,42,23627,51254
12543,720,Putnam,44406.28,99464,43.8,34316,99608
12544,720,Queens,55250.72,2339280,38.3,777904,62008
12545,720,Rensselaer,34331.25,159800,39.9,64456,63166
12546,720,Richmond,59051.56,475948,39.9,166150,76244
12547,720,Rockland,73719.17,325027,36.2,99935,88571
12548,720,Saint Lawrence,15345.49,,,,
12549,720,Saratoga,42856.71,226632,42.3,93129,77548
12550,720,Schenectady,39999.69,155239,39.8,53825,61315
12551,720,Schuyler,11208.46,18112,45.7,7444,47810
12552,720,Steuben,16707.92,97539,42.4,40351,50157
12553,720,Suffolk,69105.88,1497595,41,489328,92838
12554,720,Sullivan,38403.01,75783,42.6,27679,53877
12555,720,Tompkins,14851.14,104415,30.4,38986,56200
12556,720,Ulster,53708.44,180129,43.6,69662,61652
12557,720,Warren,33152,64701,46.2,27249,60222
12558,720,Wayne,24849.39,91442,43.6,36578,53693
12559,720,Westchester,53507.2,975321,40.6,345885,89968
12560,720,Wyoming,11971.62,40886,41.8,15686,55459
12561,720,Yates,10531.71,25083,41.7,9338,51758
12562,721,Albany,31295.71,308580,37.8,125376,62293
12563,721,Allegany,10940.01,47400,38.6,18124,45359
12564,721,Bronx,54952.71,1455846,33.6,495356,36593
12565,721,Broome,24043.87,196124,39.6,78821,49064
12566,721,Cattaraugus,13111.94,78175,41.7,31723,45571
12567,721,Cayuga,15246.15,78319,42.5,31428,54664
12568,721,Chautauqua,13120.11,130846,42.3,52983,44304
12569,721,Chemung,19186.02,86883,41.2,34664,51251
12570,721,Chenango,18650.19,48763,44.4,20373,48567
12571,721,Clinton,25375.83,81224,39.4,31680,52759
12572,721,Columbia,19025.46,61481,47.4,25470,61093
12573,721,Cortland,12628.86,48334,36.2,17925,52451
12574,721,Delaware,9325.88,45950,47,19098,47921
12575,721,Dutchess,45623.99,295685,41.8,107384,75585
12576,721,Erie,24566.12,923995,40.3,386371,54006
12577,721,Essex,6643.15,38233,46.7,15257,55294
12578,721,Franklin,13651.04,51054,40.5,18956,50733
12579,721,Fulton,18308.36,53955,43.4,22535,48033
12580,721,Genesee,15357.68,58537,43.2,23951,54033
12581,721,Herkimer,16604.3,62943,43.7,25187,49077
12582,721,Jefferson,23510.54,116567,31.9,43206,50322
12583,721,Kings,40918.07,2635121,34.8,944650,52782
12584,721,Lewis,10674.76,26845,41.8,10236,51475
12585,721,Livingston,11717.97,64373,40.4,24432,53654
12586,721,Madison,15712.06,71760,41.3,26307,58365
12587,721,Monroe,19959.55,748680,38.6,300496,55272
12588,721,Montgomery,15824.21,49500,41.1,19700,47449
12589,721,Nassau,51525.01,1363069,41.5,444136,105744
12590,721,New York,56091.52,1653877,37.1,758345,79781
12591,721,Niagara,13999.1,212675,43,87978,51656
12592,721,Oneida,22750.88,232324,41,90472,51316
12593,721,Onondaga,29492,467669,38.8,185840,57271
12594,721,Ontario,15046.66,109491,43.4,44269,61710
12595,721,Orange,46084.77,378174,36.9,126460,75146
12596,721,Orleans,7238.96,41584,42.8,16214,49223
12597,721,Oswego,16671.71,119833,39.8,45881,51755
12598,721,Otsego,15098.73,60750,42,23627,51254
12599,721,Putnam,38777.28,99464,43.8,34316,99608
12600,721,Queens,42672.71,2339280,38.3,777904,62008
12601,721,Rensselaer,20297.27,159800,39.9,64456,63166
12602,721,Richmond,41204.65,475948,39.9,166150,76244
12603,721,Rockland,55515.42,325027,36.2,99935,88571
12604,721,Saint Lawrence,11508.63,,,,
12605,721,Saratoga,30161.63,226632,42.3,93129,77548
12606,721,Schenectady,28963.13,155239,39.8,53825,61315
12607,721,Schuyler,6882.4,18112,45.7,7444,47810
12608,721,Steuben,14682.16,97539,42.4,40351,50157
12609,721,Suffolk,48059.3,1497595,41,489328,92838
12610,721,Sullivan,28489.06,75783,42.6,27679,53877
12611,721,Tompkins,12252.66,104415,30.4,38986,56200
12612,721,Ulster,33302.73,180129,43.6,69662,61652
12613,721,Warren,24388.07,64701,46.2,27249,60222
12614,721,Wayne,14226.04,91442,43.6,36578,53693
12615,721,Westchester,49671.24,975321,40.6,345885,89968
12616,721,Wyoming,6375.7,40886,41.8,15686,55459
12617,721,Yates,6530.82,25083,41.7,9338,51758
12618,722,Albany,17191.26,308580,37.8,125376,62293
12619,722,Allegany,5826.99,47400,38.6,18124,45359
12620,722,Bronx,22384.26,1455846,33.6,495356,36593
12621,722,Broome,13819.48,196124,39.6,78821,49064
12622,722,Cattaraugus,7088.19,78175,41.7,31723,45571
12623,722,Cayuga,10914.13,78319,42.5,31428,54664
12624,722,Chautauqua,6667.17,130846,42.3,52983,44304
12625,722,Chemung,8330.55,86883,41.2,34664,51251
12626,722,Chenango,7786.66,48763,44.4,20373,48567
12627,722,Clinton,16907.43,81224,39.4,31680,52759
12628,722,Columbia,11188.34,61481,47.4,25470,61093
12629,722,Cortland,9134.66,48334,36.2,17925,52451
12630,722,Delaware,6803.43,45950,47,19098,47921
12631,722,Dutchess,19360.67,295685,41.8,107384,75585
12632,722,Erie,12561.56,923995,40.3,386371,54006
12633,722,Essex,7770.32,38233,46.7,15257,55294
12634,722,Franklin,8641.49,51054,40.5,18956,50733
12635,722,Fulton,11668.32,53955,43.4,22535,48033
12636,722,Genesee,9630.9,58537,43.2,23951,54033
12637,722,Herkimer,10689.35,62943,43.7,25187,49077
12638,722,Jefferson,10841.33,116567,31.9,43206,50322
12639,722,Kings,17101.44,2635121,34.8,944650,52782
